"","X","MC.._past","Symbol_past","Price_past","BTC_past","X1h_past","X24h_past","X7d_past","X14d_past","X30d_past","X45d_past","X90d_past","X200d_past","Mkt..Cap_past","MCAP.BTC_past","X24h.Vol_past","X24h.Vol.BTC_past","Circ..Supply_past","Total.Supply_past","Max..Supply_past","Team_past","Advisors_past","Brand.Buzz_past","Product_past","Coin_past","Social_past","Communication_past","Business_past","GitHub_past","Age..mo._past","Winning.months_past","Start.price_past","CMGR....3mo_past","Cum..ROI_past","Avg..volume_past","ATH_past","X..fm..ATH_past","ATH..BTC._past","X..fm..ATH..BTC._past","Name","Mkt.BTC_c","growth8mth","BTCprice_change","BTCmcap_change","success"
"788",788,1550,"LBTC",2e-04,2.52496559734374e-08,0,0.97,0.97,"151.20","-9.17","-51.88","-60.05","-69.88",5200,5200,117,117,28940000,"172,585,874",1e+09,47.9,NA,NA,10,93,38,0,70,35,"19","19",0.0019,"- 41.76","- 94.56",120,0.0553,-99.68,6.65e-06,-99.7,"LiteBitcoin",0.656491055309371,1.46584663199203e-09,5.80541229367271,33.4775970474027,0
"789",789,6,"LTC",95.49,0.0120554482445177,-0.27,-5.44,29.55,"199.05","149.43","188.89","79.15","79.15",5.9e+09,5.9e+09,6.46e+09,6.46e+09,61802000,"61,801,611",8.4e+07,67.55,60,0,90,70,58,5,100,90,"69","69",4.3,"- 14.63","694.74",639994293,366.15,-73.92,0.0483,-75.04,"Litecoin",744864.851216402,-0.00596965675100085,-49.5183308817706,-47.8146186822732,0
"790",790,413,"LCC",0.0094,1.18673383075156e-06,-8.78,-25.14,-23.85,"0.75","-9.39","-23.11","-43.79","-71.99",5860000,5860000,96070,96070,626469000,"626,469,457",8.4e+08,68.45,NA,NA,50,98,59,25,100,60,"11","11",5.24,"13.79","- 99.58",44061,3.74,-99.75,3e-04,-99.65,"Litecoin Cash",739.814920021715,-2.11617985653383e-07,-17.8319670485309,-14.0556719252761,0
"791",791,1237,"LCP",0.0553,6.98152987665543e-06,-5.93,-23.91,71.54,"115.42","13.45","33.58","3.34","-35.65",130350,130350,586,586,2355000,"2,355,440",4e+06,53.45,NA,NA,10,78,39,0,100,70,"57","57",0.0542,"- 31.38","- 63.48",86,3.62,-98.47,2e-04,-96.53,"Litecoin Plus",16.4564632806878,-5.01794043515637e-06,-71.8745106561123,-68.8712116496942,0
"792",792,1523,"LTCU",0.0077,9.72111754977338e-07,0,-25.18,-25.18,"161.90","27.67","133.00","-52.06","-56.33",7940,7940,1,1,1031000,"8,531,300",NA,22.75,NA,NA,10,43,19,0,100,5,"17","17",0.0409,"- 35.18","- 88.68",3,0.7925,-99.03,5.895e-05,-98.35,"LiteCoin Ultra",1.00241134214546,-4.11086200263321e-07,-42.2879569307239,-41.9003025692172,0
"793",793,1475,"LTCR",6e-04,7.57489679203121e-08,0,19.92,19.92,"57.54","42.69","94.73","-17.43","-33.38",19340,19340,1,1,30228000,"30,227,750",NA,14.8,NA,NA,0,8,34,0,30,0,"37","37",3e-04,"- 23.02","17.69",0.1333,0.0085,-92.47,3.24e-06,-97.53,"Litecred",2.44164173263139,-2.23179627094533e-08,-29.4630584708848,-26.9100150856531,0
"794",794,937,"LDOGE",3.79e-05,4.78480980696638e-09,3.71,-20.96,38.78,"14.59","-4.67","-6.63","-42.73","-58.42",577730,577730,1345,1345,1.5243e+10,"15,242,675,574",NA,42,NA,NA,10,78,34,20,70,30,"47","47",2.007e-05,"- 23.10","51.95",211,8e-04,-94.97,1.9e-07,-100,"LiteDoge",72.9374187276698,-3.73622632970328e-09,-78.0851586674056,-76.4042557597549,0
"795",795,467,"LXT",0.0055,6.94365539269527e-07,-0.88,-8.24,-4.64,"229.82","136.38","146.81","54.05","54.05",4540000,4540000,450020,450020,8.2e+08,"2,000,000,000",NA,56.85,28,75,30,60,70,0,100,70,"6","6",0.0125,"- 24.78","- 87.94",108498,0.0159,-65.21,2.6e-06,-73.09,"Litex",573.167190597028,-2.13486492371798e-07,-30.7455483168686,-17.0336414613491,0
"796",796,1696,"LPT",8.38,0.00105796058528703,8.94,3.89,2.12,"353.54","183.95","23.01","23.01","list(NULL)",1,1,65240,65240,1,"13,084,732",NA,48.15,49,25,60,46,54,0,100,30,"2","2",5.95,"- 43.04","- 22.83",5396,8.38,0,0.0016,-35.69,"Livepeer",0.000126248279867187,-0.000840229239052776,-79.4197109739038,5.80541229367272,0
"797",797,723,"LCS",0.0288,3.63595046017498e-06,0.02,-11.98,-35.79,"-15.48","-21.41","-31.24","-71.42","-71.42",1510000,1510000,12800,12800,52435000,"72,732,420",NA,51.15,63,0,50,76,66,10,100,10,"6","6",0.1771,"- 39.75","- 87.53",124487,0.2387,-87.95,3.843e-05,-90.55,"Local Coin Swap",190.634902599452,-2.7409811228931e-06,-75.3855464455691,-74.8610544578801,0
"798",798,1225,"LOCI",0.0033,4.16619323561716e-07,-0.22,1.88,36.7,"-42.85","-62.00","-75.14","-87.42","-96.31",138040,138040,317,317,41387000,"100,000,000",NA,49.6,53,75,5,68,32,40,100,70,"12","12",0.4884,"- 41.67","- 99.01",3423,0.4906,-99.32,5.048e-05,-99.17,"Loci Coin",17.4273125528665,-3.09757313139999e-07,-74.3502030803216,-76.0320541696382,0
"799",799,317,"LOC",0.6518,8.22886288174324e-05,-2.32,1.77,-1.68,"-36.61","-40.08","-30.64","-66.79","-26.95",9750000,9750000,96320,96320,14952000,"18,585,933",NA,70.2,56,100,50,78,64,90,100,60,"14","14",0.6933,"- 25.60","34.32",130322,4.04,-83.87,4e-04,-78.86,"LockTrip",1230.92072870507,-2.58387718121601e-05,-31.4001730050535,-31.4163891593833,0
"800",800,1345,"LGS",0.0256,3.23195596459998e-06,2.92,-5.27,-0.21,"-90.97","-95.93","-97.21","-99.28","-99.28",60300,60300,4230,4230,2351000,"2,351,215",2.1e+07,50.15,63,0,30,100,49,0,100,20,"6","6",7.56,"- 62.51","- 97.57",30288,21.03,-99.88,0.0032,-99.9,"LogisCoin",7.61277127599137,-2.75107691770225e-06,-85.1211138962022,-85.2609375909312,0
"801",801,361,"LOKI",0.2049,2.58682725447866e-05,-0.17,-6.68,-4.74,"38.12","-6.65","-9.80","-61.45","-15.68",7440000,7440000,37300,37300,36310000,"37,920,878",NA,71.6,86,100,30,96,51,80,70,90,"9","9",0.7456,"- 34.04","- 79.83",7324,0.8259,-75.19,1e-04,-76.48,"Loki",939.28720221187,2.46908161359885e-05,95.448260386311,139.342081841735,1
"802",802,721,"LMC",0.0057,7.19615195242965e-07,-0.13,0.19,12.1,"36.63","15.62","-8.79","-54.56","-76.1",1530000,1530000,372,372,268354000,"353,354,418",NA,49.35,60,0,50,68,45,55,100,30,"29","29",0.0072,"- 21.37","- 50.65",672,0.3589,-98.41,4.605e-05,-98.44,"LoMoCoin",193.159868196796,-5.99395433518533e-07,-83.2938822694201,-81.9598314346076,0
"803",803,89,"LOOM",0.0753,9.50649547399917e-06,-1.66,9.06,39.01,"61.75","47.24","45.19","-33.64","-63.99",59470000,59470000,7610000,7610000,789606000,"1,000,000,000",NA,65.65,50,25,70,70,83,40,100,30,"11","11",0.076,"- 28.60","- 47.65",1127803,0.7141,-89.45,7.442e-05,-87.22,"Loom Network",7507.9852037016,-6.55443243609922e-06,-68.9468843069034,-61.8374626921258,0
"804",804,92,"LRC",0.0656,8.28188715928745e-06,-0.15,-1.79,18.61,"-26.02","53.92","42.07","-41","-75.95",58760000,58760000,12240000,12240000,895324000,"1,375,076,043",NA,72.95,50,50,70,72,87,75,100,50,"17","17",0.1189,"- 21.30","- 54.65",3812404,2.09,-96.86,1e-04,-94.25,"Loopring",7418.3489249959,-4.98252258751692e-06,-60.1616816516201,-59.3236170232459,0
"805",805,376,"LRN",0.0614,7.75164438384527e-06,3.59,1.61,1.13,"-24.32","-27.73","-22.60","-52.63","-74.92",6970000,6970000,104390,104390,113603000,"113,602,931",113602931,74.4,48,75,70,92,75,75,100,50,"9","9",2.29,"- 20.83","- 97.04",153599,2.29,-97.32,2e-04,-96.89,"Loopring [NEO]",879.950510674292,-6.14871422751951e-06,-79.3214177927676,-79.2032403382595,0
"806",806,463,"LYL",9e-04,1.13623451880468e-07,-2.77,-1.41,13.09,"-4.85","-20.95","-40.85","-62.66","-79.3",4610000,4610000,548620,548620,5.354e+09,"9,000,000,000",NA,68.55,55,75,80,88,74,10,100,30,"8","8",0.0063,"- 29.36","- 87.80",227639,0.0076,-88.69,1.19e-06,-90.75,"LoyalCoin",582.004570187731,-3.347694406418e-08,-29.4630584708847,-21.2771010483085,0
"807",807,1367,"LRM",0.011,1.38873107853905e-06,-33.6,-17.78,-72.12,"-98.48","-99.53","-99.72","-99.72","list(NULL)",54160,54160,1306,1306,4910000,"4,910,141",4.1e+07,39.8,17,0,15,57,49,5,100,30,"2","2",3.85,"- 17.24","- 98.05",132681,6.54,-99.83,0.0017,-99.92,"LRM Coin",6.83760683760684,-1.38273077665388e-06,-99.567929170888,-98.0386145874659,0
"808",808,1401,"LUNA",0.0241,3.0425835447992e-06,0.84,-23.61,119.63,"2,399","1,657","1,289","244.63","59.06",41050,41050,666,666,1706000,"1,706,429",NA,22.45,NA,NA,0,33,34,0,0,10,"25","25",0.0494,"- 49.68","- 99.03",14,0.6376,-96.23,7e-04,-99.56,"Luna Coin",5.18249188854802,-2.54834674659876e-06,-83.7560155399755,-83.8649968097834,0
"809",809,403,"LUN",2.66,0.000335820424446717,1.24,4.13,25.89,"-0.77","59.55","47.52","-35.13","-65.06",6110000,6110000,1070000,1070000,2298000,"2,703,356",NA,61.5,83,100,50,78,70,5,100,30,"21","21",2.47,"- 27.09","- 35.89",4366632,61.15,-95.65,0.005,-93.24,"Lunyr",771.376989988511,-0.000206383814323412,-61.456599807305,-61.3836220270228,0
"810",810,653,"LUX",0.3666,4.62826193993107e-05,-0.12,10.67,0.71,"-33.02","-40.01","-41.84","-79.13","-90.18",2030000,2030000,13410,13410,5536000,"7,536,349",6e+07,58.8,48,0,35,82,55,75,100,50,"15","15",2.06,"- 35.42","- 79.75",6527,49.85,-99.26,0.0035,-98.67,"LUXCoin",256.284008130389,-2.59254064139735e-05,-56.0154259859363,-46.3154804618311,0
"811",811,468,"LKK",0.0143,1.80535040210077e-06,-1.73,2.17,1.2,"-25.69","-31.30","-25.72","-59.24","-59.24",4530000,4530000,1,1,316810000,"1,285,690,000",NA,64.75,66,50,60,82,30,95,100,100,"27","27",0.0479,"- 19.31","- 57.37",0,0.4163,-96.57,2e-04,-98.92,"Lykke",571.904707798356,-5.36364028342875e-07,-29.7096911335737,-29.6966245024382,0
"812",812,330,"LYM",0.0111,1.40135590652577e-06,1.07,-4.99,5.96,"60.76","36.15","34.59","-39.55","-66.54",9210000,9210000,599600,599600,826673000,"999,999,999",NA,64.8,47,100,45,68,74,5,100,70,"11","11",0.0174,"- 32.40","- 64.80",469826,0.1377,-91.91,1.835e-05,-92.32,"Lympo",1162.74665757679,-1.01398111874705e-06,-72.3571445358872,-72.6583190815481,0
"813",813,419,"MXC",0.0071,8.96362787057026e-07,3.13,7.22,14.66,"-28.46","-37.08","6.06","6.06","list(NULL)",5710000,5710000,1170000,1170000,799490000,"2,664,965,800",NA,61.65,21,75,40,47,79,90,100,50,"2","2",0.0072,"3.23","22.02",3015044,0.0199,-64.11,5.11e-06,-82.39,"Machine Xchange Coin",720.877678041637,-7.09354268819021e-07,-79.1369609561771,-63.4962062664562,0
"814",814,440,"ART",0.1077,1.3596939741696e-05,-3.24,23.4,19.94,"648.15","567.23","129.98","-38.32","-62.32",5210000,5210000,88420,88420,48347000,"100,000,000",NA,51.6,46,75,25,43,67,40,100,20,"16","16",0.3418,"- 56.40","- 93.00",1290,2.19,-95.07,2e-04,-91.37,"Maecenas",657.753538108043,-1.02842174186228e-05,-75.6362653214198,-70.5531961946592,0
"815",815,1061,"XMG",0.0355,4.48181393528513e-06,-0.13,19.72,19.72,"248.52","192.08","209.77","93.43","-72",308150,308150,393,393,8686000,"8,685,687",NA,41.95,NA,NA,50,83,24,5,70,20,"52","52",0.0692,"- 17.76","- 85.40",61,1.87,-98.1,1e-04,-96.48,"Magi",38.9034074410736,-1.23588036872546e-06,-27.5754501764437,-22.3464155627548,0
"816",816,76,"MAID",0.1721,2.17273289651428e-05,-0.46,-2.38,23.57,"45.44","19.39","11.67","-28.46","-58.41",77880000,77880000,409450,409450,452552000,"452,552,412",NA,64.6,15,0,80,70,71,100,100,50,"57","57",0.0149,"- 21.85","665.24",214381,1.17,-85.25,3e-04,-92.05,"MaidSafeCoin",9832.21603605651,-6.63306999307524e-06,-30.5286950076406,-30.5363285750451,0
"817",817,142,"MFT",0.004,5.04993119468747e-07,0.04,-6.62,24.69,"30.65","32.13","11.94","-58.07","-73.08",30200000,30200000,12440000,12440000,7.632e+09,"10,000,000,000",NA,60.55,100,0,50,51,82,45,100,40,"7","7",0.021,"- 32.03","- 86.00",1651349,0.0206,-80.81,3.16e-06,-84.2,"Mainframe",3812.69805198904,-3.44700103836171e-07,-68.2583763118982,-64.1943273628697,0
"818",818,21,"MKR",670.21,0.0846128596497873,-3.05,-5.53,28.24,"46.31","33.96","53.02","0.24","8.43",670210000,670210000,6360000,6360000,1e+06,"1,000,000",NA,70.6,80,0,50,78,90,50,0,80,"24","24",22.1,"- 15.58","1665.71",4794887,1687.86,-60.29,0.1483,-42.94,"Maker",84612.8596497873,-0.0175903424884163,-20.7892069376011,-20.7892069376011,0
"819",819,906,"MANNA",0.0013,1.64122763827343e-07,-0.12,-8.12,61.02,"15.51","2.97","-15.87","-0.81","-41.94",688560,688560,1317,1317,539490000,"2,360,376,516",NA,50.4,86,75,50,98,30,0,100,20,"42","42",2e-04,"- 7.49","570.98",52,0.0735,-98.26,4.38e-06,-96.35,"Manna",86.9295155853502,-1.24049509919199e-07,-75.5833663937678,-72.9309262378683,0
"820",820,981,"MAO",0.0717,9.0520016664773e-06,0,35.39,35.39,"145.17","88.90","76.06","35.65","12.28",454120,454120,1,1,6337000,"6,337,424",NA,32.4,NA,NA,0,83,30,0,0,5,"18","18",0.0027,"- 15.94","1040.07",576,0.3138,-77.16,4.388e-05,-79.38,"Mao Zedong",57.3318688532869,-2.61356553856881e-06,-28.8727911777542,-28.3183010079465,0
"821",821,425,"MRK",0.0073,9.21612443030464e-07,3.36,9.45,24.5,"35.20","8.38","22.25","-65.76","-73.34",5580000,5580000,195400,195400,763656000,"3,000,000,000",NA,66.35,29,100,30,88,70,95,70,50,"9","9",0.0481,"- 41.19","- 90.59",112381,0.1456,-94.98,1.514e-05,-93.92,"MARK.SPACE",704.465401658902,-8.14750432608746e-07,-88.404886323981,-88.8911901709012,0
"822",822,1397,"MXT",0.0126,1.59072832632655e-06,5.37,29.65,66.42,"-62.00","-63.77","-64.80","-84.78","-93.28",43200,43200,173,173,3422000,"3,422,265",11600000,47.05,NA,NA,30,83,30,0,100,40,"32","32",0.2061,"- 32.20","- 86.80",210,7.82,-99.84,0.0019,-99.91,"MarteXcoin",5.45392569026247,-5.35465973412093e-07,-33.6616859428558,-25.8137514264965,0
"823",823,813,"MSR",0.0911,1.15012182959007e-05,1.31,-7.16,-0.59,"-37.14","-52.28","-53.37","-72.94","-81.93",1050000,1050000,3520,3520,11558000,"11,558,214",18500000,59.6,NA,NA,10,63,63,5,70,80,"9","9",1.19,"- 32.53","- 91.35",2571,1.47,-93.81,2e-04,-92.5,"Masari",132.560693860546,-6.94622510167501e-06,-60.3955591743771,-60.0922138240131,0
"824",824,395,"MGD",0.0866,1.09331010364984e-05,0.24,-5.33,9.44,"45.78","35.14","17.24","40.69","40.69",6330000,6330000,35850,35850,73053000,"134,235,258",NA,37.75,43,25,10,48,33,50,70,40,"6","6",0.1679,"- 17.13","- 79.90",7144,0.7751,-88.83,2e-04,-94.23,"MassGrid",799.151611559293,-9.43703289059433e-06,-86.3161591490862,-85.8290950169707,0
"825",825,1592,"MCT",0.0013,1.64122763827343e-07,0.35,-2.92,10.08,"80.09","51.50","51.32","-29.47","-29.47",1,1,60980,60980,1,"580,000,000",NA,44.5,NA,NA,0,40,44,0,100,70,"6","6",0.0098,"- 23.77","- 92.42",41294,0.0085,-84.54,1.19e-06,-86.56,"Master Contract Token",0.000126248279867187,-1.24049509919199e-07,-75.5833663937678,16675891.0316057,0
"826",826,699,"GUP",0.0227,2.86583595298514e-06,-0.16,-5.54,1.25,"30.82","28.65","17.61","-51.58","-78.43",1700000,1700000,37010,37010,7.5e+07,"98,855,150",NA,63.65,59,100,40,75,70,5,100,50,"22","22",0.2404,"- 29.26","- 93.19",77688,1.52,-98.51,6e-04,-99.52,"Matchpool",214.622075774218,-2.5586076730227e-06,-89.2796278292754,-89.1505885464511,0
"827",827,216,"MAN",0.1106,1.39630597533109e-05,-1.6,8.35,0.6,"52.19","58.43","6.85","-53.88","-73.29",16580000,16580000,1260000,1260000,1.5e+08,"250,000,000",1e+09,63.45,20,50,50,48,67,45,100,90,"12","12",1.09,"- 33.63","- 93.70",556533,1.72,-93.56,2e-04,-92.41,"Matrix AI Network",2093.19648019796,-6.83002055766121e-06,-48.9149275182449,-33.3770504013305,0
"828",828,725,"MTX",0.0641,8.09251473948668e-06,-0.56,4.13,23.96,"314.16","219.14","147.51","4.56","-67.68",1490000,1490000,130850,130850,23224000,"314,159,265",NA,58.6,21,50,70,57,65,20,100,70,"13","13",0.7226,"- 38.85","- 98.06",121293,2.53,-97.46,2e-04,-95.41,"Matryx",188.109937002108,-5.3007447172193e-06,-65.5018234487089,-65.5798661429603,0
"829",829,851,"MAX",0.0141,1.78010074612733e-06,-0.11,14.15,14.15,"24.75","-42.11","15.32","-30.27","-79.02",864340,864340,346,346,61446000,"61,445,805",1e+08,44.4,36,0,40,81,41,0,70,30,"60","60",0.6675,"- 17.23","- 98.39",367,1.51,-99.07,0.0024,-99.93,"MaxCoin",109.121438220404,-1.40608370965132e-06,-78.9889961402635,-79.0602380695609,0
"830",830,98,"MXM",0.033,4.16619323561717e-06,-0.86,-3.12,-16.88,"178.69","250.50","198.40","406.63","406.63",54410000,54410000,5960000,5960000,1.649e+09,"16,000,000,000",NA,59.45,83,25,10,98,82,70,70,10,"6","6",0.0061,"19.10","66.27",882980,0.033,0,4.17e-06,0,"Maximine Coin",6869.16890757363,-4.5273837346248e-07,-10.8669557041181,-10.937550394225,0
"831",831,427,"MDT",0.0106,1.33823176659218e-06,-0.88,0.7,11.78,"170.49","162.24","307.59","70.14","-43.13",5550000,5550000,3230000,3230000,522684000,"1,000,000,000",NA,50.6,38,50,35,63,40,55,100,50,"13","13",0.6916,"- 17.11","- 99.47",193559,0.3611,-97.06,3.252e-05,-95.88,"Measurable Data Token",700.677953262887,-2.42896159769575e-07,-18.1505301124414,-12.6867048099061,0
"832",832,1597,"MEDIBIT",1.37e-05,1.72960143418046e-09,0.93,0.49,5.34,"-2.72","-28.24","-37.85","-79.86","-79.86",1,1,27560,27560,1,"50,000,000,000",NA,44.5,NA,NA,50,80,44,5,100,0,"3","3",6.911e-05,"- 46.67","- 84.08",18167,5e-04,-97.39,9e-08,-100,"MediBit",0.000126248279867187,-1.32753311996875e-09,-76.7537013865726,5.80541229367272,0
"833",833,315,"MED",0.0033,4.16619323561716e-07,0.24,3.78,17.95,"53.12","33.37","8.67","-22.78","-17.84",9810000,9810000,24260,24260,2.966e+09,"4,097,545,844",1e+10,64.75,30,50,80,68,70,55,100,50,"13","13",0.0206,"- 22.60","- 90.67",5655,0.2875,-98.85,2.08e-05,-97.98,"Medibloc",1238.4956254971,2.41864694278685e-08,5.80541229367297,-15.7655178375547,0
"834",834,156,"MEDX",0.0077,9.72111754977338e-07,0.03,9.18,29.69,"128.90","141.19","111.51","4.4","47.1",25440000,25440000,30880000,30880000,3.3e+09,"10,000,000,000",NA,62.7,42,50,55,51,83,55,100,40,"8","8",0.0133,"- 26.10","- 79.01",2370872,0.0166,-53.64,2.53e-06,-61.66,"MediBloc [ERC20]",3211.75623982123,-5.04590459382324e-07,-51.9066307756033,-49.4263438093135,0
"835",835,613,"MTN",0.0086,1.08573520685781e-06,-1.13,-3.35,-2.53,"73.88","56.54","57.47","-59.52","-83.88",2390000,2390000,723420,723420,277439000,"500,000,000",NA,64,30,100,30,78,74,70,100,30,"12","12",0.3185,"- 39.70","- 98.55",450362,0.3545,-97.57,3.885e-05,-97.19,"Medicalchain",301.733388882576,-6.58287165170936e-07,-60.6305442628196,-56.0544524595982,0
"836",836,1183,"MEDIC",6e-04,7.57489679203121e-08,-0.3,-4.62,52.11,"-61.01","-73.74","-74.34","-83.35","-97",165880,165880,6280,6280,266172000,"266,172,331",NA,40.45,83,0,10,88,37,20,70,10,"45","45",2e-04,"- 37.50","344.24",9496,0.1593,-99.61,1.687e-05,-99.53,"MedicCoin",20.9420646643689,-6.57066104909312e-08,-86.7425818396028,-85.6931794203817,0
"837",837,259,"MDS",0.0119,1.50235453041952e-06,1.86,-6.3,14.22,"78.44","124.71","95.05","-25.67","-75.01",12720000,12720000,512050,512050,1.068e+09,"2,000,000,000",NA,60.8,43,75,10,63,74,55,100,60,"14","14",0.0313,"- 26.65","- 79.09",261501,0.2578,-95.38,2.711e-05,-94.47,"MediShares",1605.87811991062,-1.04819098612722e-06,-69.7698822018077,-78.955370039073,0
"838",838,1670,"MEETONE",0.0022,2.77746215707811e-07,-0.52,-1.57,27.69,"101.06","134.81","65.86","-1.33","-1.33",1,1,4560,4560,1,"7,500,000,000",NA,49.75,NA,NA,30,75,23,70,100,65,"6","6",0.0051,"- 26.15","- 82.97",1249,0.0072,-68.71,1e-06,-71.99,"MEET.ONE",0.000126248279867187,-1.57526453983379e-07,-56.715967698043,179869100.899244,0
"839",839,1034,"MEC",0.0094,1.18673383075156e-06,-1.66,-21.03,24.43,"228.03","325.58","281.58","31.4","15.37",359020,359020,1099,1099,38035000,"38,035,269",4.2e+07,42.05,0,0,30,80,35,5,100,35,"67","67",0.0025,"- 19.31","5.53",46,2.6,-99.64,0.0023,-99.95,"Megacoin",45.3256574379174,-9.86367561210836e-07,-83.1161576127119,-83.0838653399342,0
"840",840,313,"MLN",8.27,0.00104407327450163,2.02,5.27,17.4,"12.48","-4.56","14.78","-39.84","-62.77",9810000,9810000,97080,97080,1187000,"1,250,000",NA,74.35,86,75,50,73,74,75,100,80,"23","23",40.69,"- 17.30","- 82.04",20903,256.37,-96.78,0.0498,-97.91,"Melon",1238.4956254971,-0.000632654534378022,-60.5948404033236,-58.4759594973862,0
"841",841,843,"MEME",0.0294,3.71169942809529e-06,2.07,-2.59,-16.9,"6.94","15.97","17.25","-40.66","-68.8",878110,878110,18630,18630,29874000,"30,241,075",NA,47.4,NA,NA,50,83,42,20,70,15,"35","35",0.0035,"- 23.80","539.76",57955,1.22,-97.59,7.67e-05,-95.16,"Memetic",110.859877034175,-2.2690622874021e-06,-61.1327056880385,-60.9822133799442,0
"842",842,1205,"ONE",5e-04,6.31241399335934e-08,-0.25,-31.2,122.37,"-30.65","9.37","-73.51","-93.98","-93.98",153720,153720,469,469,300405000,"1,000,000,000",NA,47.75,56,100,60,58,32,5,100,20,"3","3",0.0085,"- 66.02","- 89.58",4891,0.0066,-92.3,1.33e-06,-95.49,"Menlo One",19.406885581184,-2.30508860254493e-08,-36.5167526237963,-40.2005320057621,0
"843",843,422,"MER",0.0565,7.13302781249606e-06,0.18,6.44,21,"20.57","6.75","11.26","-51.1","-60.2",5650000,5650000,1570000,1570000,1e+08,"100,000,000",NA,53.35,27,0,50,63,74,5,100,30,"22","22",0.0012,"- 28.69","3291.29",173923,1.18,-95.21,7.903e-05,-90.98,"Mercury",713.302781249605,-6.79908402992819e-06,-95.3183445887755,-95.3853858942643,0
"844",844,171,"META",0.0184,2.32296834955624e-06,0.96,-6.08,8.7,"342.84","274.98","263.36","44.48","44.48",22970000,22970000,1310000,1310000,1.245e+09,"2,000,000,000",NA,65.75,30,50,15,93,70,100,100,50,"4","4",0.0164,"- 26.96","- 68.88",259796,0.0184,0,2.33e-06,0,"Metadium",2899.92298854928,-1.77530054614494e-06,-76.4237939997794,-76.5542207847281,0
"845",845,183,"MTL",0.4612,5.82257066747466e-05,0.32,-0.66,13.15,"88.11","77.66","72.71","-29.72","-64.39",20220000,20220000,4270000,4270000,43842000,"66,588,888",NA,65,59,50,45,78,58,95,100,50,"19","19",1.22,"- 25.05","- 78.05",3138503,13.86,-96.67,0.003,-98.06,"Metal",2552.74021891452,-1.81123795126943e-05,-31.1071870949915,-15.1777579980003,0
"846",846,868,"METM",0.0067,8.45863475110152e-07,0.7,-4.57,24.43,"99.11","76.86","20.39","-67.93","-67.93",805840,805840,46920,46920,119410000,"180,000,000",NA,55.65,NA,NA,50,80,55,25,100,30,"6","6",0.0069,"- 47.90","- 52.68",23035,0.0295,-77.12,4.51e-06,-81.14,"MetaMorph",101.735913848174,-6.85570459477575e-07,-81.0497769026258,-77.3011519937827,0
"847",847,99,"ETP",0.7609,9.60623161509425e-05,-1.65,-7.53,16.63,"38.11","17.78","18.67","-76.04","-63.88",54260000,54260000,43780000,43780000,71318000,"75,592,069",1e+08,79.9,63,0,50,88,88,45,100,100,"20","20",5.78,"- 42.66","- 91.00",5217034,5.76,-86.78,0.0022,-95.72,"Metaverse ETP",6850.23166559356,-4.15493330845638e-05,-43.2524789630071,-38.6149211388717,0
"848",848,253,"MET",1.47,0.000185584971404765,-3.69,2.38,46.68,"135.41","61.06","97.04","-18.64","-43.08",13490000,13490000,348370,348370,9168000,"10,930,240",NA,50.8,46,50,50,56,51,0,70,55,"7","7",2.39,"- 29.24","- 72.36",226594,7.5,-80.37,0.0011,-83.68,"Metronome",1703.08929540835,-0.000117580659522644,-63.3567786403342,-61.0190586286469,0
"849",849,1615,"MEX",9e-04,1.13623451880468e-07,0.88,-3.74,-23.15,"163.67","74.93","86.82","-28.75","-28.75",1,1,84900,84900,1,"1,939,999,970",NA,45.4,NA,NA,10,70,44,0,70,40,"5","5",0.0018,"- 34.85","- 84.99",8561,0.0029,-68.93,4.5e-07,-75.43,"MEX",0.000126248279867187,-6.01924466696093e-08,-52.9753723139231,5.80541229367272,0
"850",850,772,"MIB",0.013,1.64122763827343e-06,-0.12,-2.39,-10.39,"-53.43","-56.41","-40.12","-76.93","-76.93",1220000,1220000,1134,1134,93678000,"300,000,000",NA,45.8,43,25,25,55,55,0,100,30,"5","5",0.0957,"- 28.48","- 77.53",10726,0.1461,-91.08,2.182e-05,-92.44,"MIB Coin",154.022901437968,-1.10691758616484e-06,-67.4444885250238,-76.2848442690944,0
"851",851,1647,"MBC",1e-04,1.26248279867187e-08,-9.25,-8.65,28.21,"0.94","134.16","-11.70","-78.88","-78.88",1,1,5210,5210,1,"186,169,850,000",2.1e+11,51.4,NA,NA,10,90,29,25,70,65,"3","3",6e-04,"- 37.25","- 79.56",4309,0.0015,-92.56,2.5e-07,-96,"MicroBitcoin",0.000126248279867187,-1.76364040248136e-09,-13.9696192640149,1624112978.70788,0
"852",852,1376,"MICRO",3.1e-06,3.91369667588279e-10,0.34,-12.67,-9.01,"-45.67","-16.61","-18.23","-18.23","list(NULL)",50680,50680,17510,17510,1.635e+10,"18,000,000,000",NA,49.55,14,75,10,75,61,0,100,30,"3","3",5.48e-06,"- 61.33","- 37.53",35540,7.29e-06,-57.51,0,-100,"Micromines",6.39826282366903,-2.61799479951947e-10,-66.8931451855281,-63.3605961769148,0
