Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
Elite,337.0,1337,0.0003,4e-08,-1.25,630.43,761.46,1172.0,446.55,589.13,578.24,113.85,8.91,8.91,1.82,1.82,26.414,29216650014.0,,49.4,,,30.0,88.0,46.0,5.0,100.0,20.0,20.0,1642.0,39.0,39.0,2.846e-05,755.3,-0.9051333333333333,83.7699214365881,FALSE
empowr coin,1362.0,EMPR,1e-08,0.0,-0.39,-4.33,18.89,357.62,-59.17,-77.97,-100.0,-100.0,55.8,55.8,310.7,310.7,8.717,12000000000000.0,,49.4,66.0,75.0,50.0,80.0,47.0,50.0,100.0,0.0,0.0,40487.0,6.0,6.0,,,,,TRUE
LoMoCoin,721.0,LMC,0.0057,7.2e-07,-0.13,0.19,12.1,36.63,15.62,-8.79,-54.56,-76.1,1.53,1.53,16.59,16.59,268.354,353354418.0,,49.35,60.0,0.0,50.0,68.0,45.0,55.0,100.0,30.0,30.0,672.0,29.0,29.0,0.0009,260.87,-0.8421052631578948,169.50326797385623,FALSE
DEEX,898.0,DEEX,0.013,1.64e-06,0.09,2.07,10.86,-24.18,-21.18,-44.16,-70.81,-70.81,732.24,732.24,4.46,4.46,56.529,87811933.0,100000000.0,49.35,,,50.0,98.0,44.0,10.0,70.0,5.0,5.0,5781.0,4.0,4.0,0.015,846.36,0.15384615384615385,0.15585054080629301,FALSE
Gems,750.0,GEM,0.0012,1.5e-07,0.51,-5.84,16.57,27.54,19.07,-18.07,-63.07,-83.3,1.33,1.33,100.27,100.27,1.153,8000000000.0,,49.3,63.0,75.0,0.0,78.0,66.0,55.0,100.0,0.0,0.0,19130.0,12.0,12.0,0.0002,271.48,-0.8333333333333333,203.1203007518797,FALSE
Molecular Future,1690.0,MOF,0.0592,7.48e-06,1.58,10.43,8.7,26.15,17.2,34.19,-41.89,-76.43,0.0,0.0,2.02,2.02,0.0,100000000.0,,49.3,14.0,75.0,10.0,68.0,57.0,5.0,100.0,,,395764.0,12.0,12.0,1.66,72.66,27.04054054054054,1,FALSE
Dynamic Trading Rights,178.0,DTR,0.0169,2.14e-06,4.6,0.52,26.34,68.15,9.17,4.68,-45.73,-50.2,21.55,21.55,8.83,8.83,1.273,3741641733.0,,49.25,52.0,0.0,30.0,53.0,76.0,5.0,100.0,,,1007.0,14.0,14.0,0.0146,22.16,-0.13609467455621294,0.028306264501160066,FALSE
CWV Chain,210.0,CWV,0.0053,6.7e-07,-4.08,13.29,56.28,52.84,28.5,-24.51,-24.51,,17.1,17.1,839.86,839.86,3.223,10000000000.0,,49.25,42.0,75.0,60.0,38.0,64.0,0.0,70.0,,,352709.0,3.0,3.0,0.0008,2.82,-0.8490566037735848,-0.8350877192982457,FALSE
Golos Gold,1688.0,GBG,0.006,7.6e-07,-0.04,-16.19,-40.73,-31.93,-28.97,-33.24,-66.18,-88.52,0.0,0.0,568.31,568.31,0.0,,,49.25,40.0,25.0,40.0,69.0,36.0,0.0,100.0,,,833.0,24.0,24.0,0.0081,101.38,0.3499999999999999,1,FALSE
Clams,93.0,CLAM,16.27,0.00205465,-0.1,-2.4,45.9,823.62,584.55,605.23,855.87,855.87,58.47,58.47,313.45,313.45,3.593,17225785.0,,49.2,,,30.0,83.0,51.0,5.0,0.0,30.0,30.0,8732.0,53.0,53.0,0.7286,2.84,-0.9552181929932391,-0.9514280827774927,FALSE
AWARE,870.0,AT,0.0025,7.1e-07,-4.79,-8.8,-5.17,-10.04,-20.25,-33.02,-46.3,-80.45,801.11,801.11,1.39,1.39,326.282,1000000000.0,,49.15,,,10.0,95.0,54.0,0.0,100.0,10.0,10.0,2055.0,13.0,13.0,,,,,TRUE
Digitalcoin,1320.0,DGC,0.0022,2.8e-07,-0.11,-2.78,22.87,-24.55,-54.22,-56.44,-75.55,-95.14,71.83,71.83,11.52,11.52,32.46,32460313.0,48166000.0,49.15,,,50.0,80.0,24.0,0.0,70.0,55.0,55.0,65.0,68.0,68.0,0.0004,15.4,-0.8181818181818182,-0.7856049004594181,FALSE
RealTract,693.0,RET,0.0002,2e-08,-0.12,-2.97,16.74,58.88,-15.57,-16.85,-61.6,-61.6,1.74,1.74,36.52,36.52,11.0,25000000000.0,,49.1,83.0,0.0,50.0,64.0,68.0,55.0,70.0,0.0,0.0,109794.0,5.0,5.0,0.001,10.32,4.0,4.931034482758621,FALSE
Coin Lion,911.0,LION,0.0209,2.64e-06,-0.18,-1.87,70.08,87.2,28.17,16.53,-50.66,-50.66,674.51,674.51,1.24,1.24,32.226,159698831.0,,49.1,51.0,50.0,35.0,63.0,59.0,5.0,100.0,,,498.0,3.0,3.0,0.0093,299.82,-0.5550239234449761,-0.5554995478198989,FALSE
PayDay Coin,1689.0,PDX,0.0002,2e-08,0.0,-1.62,31.14,-92.58,-99.54,-99.62,-99.94,-99.94,0.0,0.0,0.0,0.0,0.0,57088327.0,,49.1,32.0,100.0,5.0,59.0,54.0,5.0,100.0,,,2290.0,5.0,5.0,,,,,TRUE
Monoeci,1239.0,XMCC,0.0158,2e-06,0.43,2.52,30.73,-41.31,-59.08,-63.39,-70.97,-89.35,129.5,129.5,34.14,34.14,8.194,8194328.0,,49.05,63.0,50.0,50.0,78.0,36.0,0.0,100.0,35.0,35.0,304.0,17.0,17.0,0.021,171.76,0.3291139240506329,0.32633204633204627,FALSE
Fintab,1506.0,FNTB,0.0047,5.9e-07,-0.12,34.77,34.77,61.43,34.07,-28.06,-80.4,-80.4,12.96,12.96,111.15,111.15,2.779,3079387.0,,49.05,35.0,0.0,50.0,72.0,51.0,5.0,100.0,,,22.0,6.0,6.0,0.0033,9.25,-0.29787234042553196,-0.2862654320987655,FALSE
EncrypGen,717.0,DNA,0.023,2.9e-06,-0.28,-28.19,-17.18,-2.06,12.58,20.23,-52.57,-62.31,1.54,1.54,1.73,1.73,67.03,70938191.0,,49.0,,,50.0,78.0,51.0,75.0,100.0,5.0,5.0,42201.0,15.0,15.0,0.0134,896.4,-0.41739130434782606,581.077922077922,FALSE
SHIELD,788.0,XSH,0.0022,2.8e-07,-1.14,-6.44,16.24,25.16,46.24,28.06,-64.57,-90.2,1.14,1.14,7.04,7.04,512.973,512973375.0,752520000.0,49.0,0.0,0.0,0.0,98.0,48.0,0.0,100.0,50.0,50.0,1926.0,15.0,15.0,0.0005,256.24,-0.7727272727272727,223.77192982456145,FALSE
VeriumReserve,1037.0,VRM,0.1647,2.08e-05,1.44,-4.97,32.34,-55.96,-58.88,-46.67,-67.75,-87.67,355.28,355.28,630.93,630.93,2.156,2156489.0,,48.95,7.0,0.0,60.0,73.0,44.0,55.0,100.0,,,1265.0,29.0,29.0,0.0796,197.62,-0.5166970248937462,-0.44376266606620124,FALSE
Aegeus,1318.0,AEG,0.0023,2.9e-07,-0.23,-3.08,-5.4,-45.69,-54.76,-55.46,-88.45,-95.54,72.77,72.77,5.29,5.29,31.298,36413471.0,,48.95,,,30.0,70.0,31.0,10.0,100.0,60.0,60.0,2623.0,7.0,7.0,0.0007,26.06,-0.6956521739130435,-0.6418853923320049,FALSE
Ragnarok,1519.0,RAGNA,0.0007,9e-08,28.42,24.97,-13.34,-36.23,-59.85,-57.46,-86.66,-86.66,8.92,8.92,1.22,1.22,12.537,16829887.0,100000000.0,48.95,10.0,0.0,15.0,90.0,51.0,0.0,100.0,,,116.0,4.0,4.0,0.0002,3.4,-0.7142857142857143,-0.6188340807174888,FALSE
Delphy,503.0,DPY,0.0715,9.03e-06,0.75,5.62,17.98,-33.85,90.67,63.54,-65.92,-87.7,3.98,3.98,368.46,368.46,55.72,100000000.0,,48.9,,,30.0,58.0,70.0,50.0,100.0,10.0,10.0,1795690.0,15.0,15.0,0.0383,2.38,-0.46433566433566426,-0.4020100502512563,FALSE
Morpheus Network,394.0,MRPH,0.203,2.562e-05,-0.04,0.58,38.91,181.54,140.66,254.7,105.0,105.0,6.33,6.33,181.37,181.37,31.183,47897218.0,,48.9,40.0,75.0,35.0,46.0,70.0,0.0,30.0,,,57643.0,9.0,9.0,0.152,5.07,-0.25123152709359614,-0.19905213270142177,FALSE
Rise,664.0,RISE,0.0142,1.79e-06,-0.02,-5.35,28.72,-10.9,-17.85,-35.43,-65.89,-65.49,1.94,1.94,5.36,5.36,137.057,137057252.0,,48.85,49.0,0.0,60.0,92.0,32.0,5.0,100.0,,,1668.0,31.0,31.0,0.0019,265.74,-0.8661971830985915,135.979381443299,FALSE
FORCE,1137.0,FOR,0.0015,1.9e-07,-0.13,2.6,-5.32,27.02,-20.54,-22.03,-62.78,-87.88,210.96,210.96,27.3,27.3,140.516,143830365.0,200000000.0,48.85,,,10.0,88.0,45.0,0.0,100.0,30.0,30.0,220.0,15.0,15.0,0.0002,31.56,-0.8666666666666666,-0.8503981797497155,FALSE
TittieCoin,1146.0,TIT,0.0002,2e-08,19.8,70.67,29.57,46.22,-64.65,-79.48,144.31,-46.87,199.09,199.09,0.42,0.42,1.26,1259816434.0,,48.85,,,30.0,85.0,49.0,20.0,100.0,15.0,15.0,264.0,51.0,51.0,,,,,TRUE
Quanta Utility Token,479.0,QNTU,0.0001,2e-08,-0.24,9.45,57.46,-40.54,-32.33,-38.59,-75.19,-75.19,4.25,4.25,85.56,85.56,29.28,120000000000.0,,48.8,,,0.0,80.0,66.0,20.0,100.0,10.0,10.0,15927.0,5.0,5.0,5.44e-05,1.59,-0.456,-0.6258823529411766,FALSE
Internxt,619.0,INXT,3.68,0.00046483,0.91,8.83,0.67,267.85,150.55,147.44,23.11,-13.96,2.32,2.32,48.12,48.12,629.61,629610.0,629610.0,48.8,66.0,50.0,0.0,78.0,58.0,50.0,100.0,15.0,15.0,20379.0,16.0,16.0,1.29,810.21,-0.6494565217391305,348.2284482758621,FALSE
Breakout,957.0,BRK,0.0278,8.06e-06,-0.49,-1.38,-7.21,-5.62,-5.15,-47.11,-31.45,-66.77,527.35,527.35,397.77,397.77,18.949,18949258.0,,48.8,0.0,0.0,50.0,83.0,49.0,0.0,100.0,,,1632.0,32.0,32.0,,,,,TRUE
Apollon,1206.0,XAP,0.001,1.3e-07,-0.12,-20.37,-19.55,-56.15,-67.11,-70.37,-88.94,-88.94,152.75,152.75,1.15,1.15,148.585,149359882.0,250000000.0,48.8,,,10.0,76.0,37.0,0.0,100.0,55.0,55.0,1984.0,6.0,6.0,0.0003,37.82,-0.7000000000000001,-0.7524058919803601,FALSE
Fivebalance,1433.0,FBN,6.764e-05,1e-08,-1.4,6.19,-11.17,1481.0,799.77,643.63,165.24,165.24,31.82,31.82,24.04,24.04,470.457,476215600.0,1000000000.0,48.8,30.0,0.0,25.0,65.0,61.0,25.0,100.0,,,9044.0,4.0,4.0,5.344e-05,30.21,-0.20993494973388518,-0.0505971087366436,FALSE
Show,1693.0,SHOW,0.0012,1.5e-07,-0.25,-3.72,0.25,51.91,143.35,168.72,-22.13,-47.12,0.0,0.0,300.02,300.02,0.0,10000000000.0,,48.8,43.0,0.0,10.0,68.0,44.0,55.0,100.0,55.0,55.0,96146.0,13.0,13.0,0.0006,0.0,-0.5,1,FALSE
Next.exchange,690.0,NEXT,0.4363,5.508e-05,-0.23,0.21,2.74,488.0,266.1,266.1,,,1.74,1.74,10.57,10.57,3.997,44951651.0,45000000.0,48.75,,,0.0,98.0,48.0,50.0,100.0,15.0,15.0,1382.0,1.0,1.0,0.4264,1.18,-0.022690809076323676,-0.32183908045977017,FALSE
ZoZoCoin,1502.0,ZZC,0.0071,9e-07,0.0,0.0,-15.08,-80.43,-84.25,-60.2,-81.2,-90.3,13.88,13.88,0.0,0.0,1.946,7473288.0,27000000.0,48.75,14.0,0.0,5.0,80.0,51.0,50.0,100.0,,,104.0,14.0,14.0,,,,,TRUE
Asura Coin,1694.0,ASA,0.0003,4e-08,0.14,-6.06,32.95,-43.23,-58.38,-59.18,-82.2,-82.2,0.0,0.0,2.37,2.37,0.0,342015750.0,,48.75,24.0,25.0,30.0,60.0,57.0,40.0,70.0,,,10297.0,4.0,4.0,0.0001,25.7,-0.6666666666666666,1,FALSE
HyperStake,1047.0,HYP,0.0002,3e-08,-0.13,-24.69,-16.35,26.19,21.07,-14.07,-57.93,-82.5,337.13,337.13,192.63,192.63,1.377,1376719887.0,,48.7,63.0,0.0,10.0,78.0,32.0,5.0,100.0,70.0,70.0,225.0,54.0,54.0,,,,,TRUE
Regalcoin,1342.0,REC,0.0048,6.1e-07,0.97,-51.8,-51.8,-20.46,-25.12,-19.85,-62.33,-76.52,61.69,61.69,4.7,4.7,12.799,16491413.0,27000000.0,48.6,0.0,0.0,35.0,73.0,55.0,25.0,70.0,,,20.0,16.0,16.0,0.0025,31.84,-0.47916666666666663,-0.48387096774193544,FALSE
MNPCoin,1248.0,MNP,0.0565,7.14e-06,-0.68,-10.72,-27.75,-53.56,-62.85,-69.14,-83.0,-83.0,123.89,123.89,102.17,102.17,2.192,4237567.0,,48.5,27.0,0.0,10.0,79.0,47.0,40.0,100.0,,,544.0,4.0,4.0,0.003,6.56,-0.9469026548672566,-0.9470498022439261,FALSE
AudioCoin,1052.0,ADC,0.0003,4e-08,-0.13,-19.17,-10.11,30.81,102.07,-9.33,-50.08,-77.86,317.96,317.96,16.01,16.01,967.905,967905242.0,,48.45,8.0,0.0,40.0,93.0,41.0,5.0,100.0,,,211.0,44.0,44.0,0.0002,212.85,-0.33333333333333326,-0.330576173103535,FALSE
The Midas Touch Gold,1698.0,TMTG,0.0025,3.1e-07,-0.59,-2.0,-23.31,-40.17,-65.57,-70.37,-90.17,-90.17,0.0,0.0,21.82,21.82,0.0,10000000000.0,,48.45,47.0,0.0,25.0,64.0,61.0,0.0,70.0,,,365402.0,4.0,4.0,0.001,0.0,-0.6,1,FALSE
HeartBout,947.0,HB,0.0103,1.3e-06,-1.28,-0.45,5.89,50.63,23.62,7.32,-49.33,-49.33,547.58,547.58,17.58,17.58,53.195,63695267.0,,48.4,43.0,25.0,30.0,96.0,55.0,25.0,100.0,0.0,0.0,51218.0,6.0,6.0,0.0031,165.66,-0.6990291262135923,-0.6974688629971877,FALSE
STRAKS,1125.0,STAK,0.0097,1.22e-06,-3.28,-7.39,0.87,-31.26,-56.81,-54.28,-77.8,-92.12,227.54,227.54,395.98,395.98,23.479,47306499.0,150000000.0,48.4,,,0.0,88.0,34.0,0.0,100.0,50.0,50.0,182.0,13.0,13.0,0.0016,37.49,-0.8350515463917525,-0.8352377603937768,FALSE
Webchain,1048.0,WEB,0.0031,3.9e-07,0.17,-24.59,10.81,169.1,7.79,2.98,-57.71,-57.71,336.3,336.3,1.29,1.29,108.289,458290673.0,,48.4,68.0,0.0,30.0,63.0,41.0,20.0,100.0,,,379.0,4.0,4.0,,,,,TRUE
PutinCoin,1090.0,PUT,0.0004,5e-08,0.56,-8.17,-5.2,104.29,84.39,26.31,89.01,-82.77,261.18,261.18,175.3,175.3,711.359,711359331.0,2000000000.0,48.4,,,90.0,90.0,31.0,5.0,100.0,5.0,5.0,405.0,31.0,31.0,7.488e-05,67.72,-0.8128000000000001,-0.7407152155601501,FALSE
Rupaya,1317.0,RUPX,0.0017,2.1e-07,-0.13,5.02,5.98,-26.12,-55.27,-53.8,-82.28,-97.05,72.81,72.81,64.8,64.8,43.733,47791998.0,,48.35,0.0,0.0,10.0,98.0,43.0,5.0,70.0,55.0,55.0,783.0,18.0,18.0,0.0001,8.19,-0.9411764705882353,-0.8875154511742893,FALSE
Ecobit,338.0,ECOB,0.0198,2.49e-06,-0.13,25.3,25.3,219.7,154.58,146.59,86.39,11.96,8.78,8.78,745.31,745.31,444.444,8888888888.0,,48.3,,,30.0,88.0,56.0,5.0,100.0,0.0,0.0,13.0,19.0,19.0,0.0043,1.9,-0.7828282828282829,-0.7835990888382688,FALSE
Repme,972.0,RPM,1.306e-05,0.0,24.63,33.87,52.93,-24.71,4.52,8.1,-64.02,-64.02,473.12,473.12,22.93,22.93,36.221,100000000000.0,,48.3,,,30.0,75.0,55.0,70.0,100.0,10.0,10.0,52864.0,4.0,4.0,,,,,TRUE
dietbitcoin,1581.0,DDX,0.0003,4e-08,-0.25,9.03,56.18,-93.46,-96.54,-99.15,-99.22,-99.22,1.02,1.02,0.0,0.0,2.925,2924509.0,21000000.0,48.3,,,30.0,100.0,28.0,0.0,100.0,30.0,30.0,0.0,3.0,3.0,,,,,TRUE
Digital Asset Exchange Token,1697.0,DAXT,0.0022,2.8e-07,-0.23,-5.16,31.66,-55.6,-73.26,-70.11,-80.25,-80.25,0.0,0.0,110.96,110.96,0.0,112516628.0,,48.3,43.0,50.0,20.0,70.0,51.0,0.0,100.0,,,41.0,5.0,5.0,,,,,TRUE
Noku,581.0,NOKU,0.1161,1.466e-05,-5.0,-10.87,13.8,21.31,391.31,113.95,-11.88,-11.88,2.76,2.76,15.06,15.06,23.777,99999976.0,,48.25,31.0,0.0,30.0,88.0,37.0,45.0,100.0,,,10299.0,6.0,6.0,0.0235,559.39,-0.7975882859603789,201.67753623188406,FALSE
CargoX,742.0,CXO,0.0088,1.12e-06,1.94,2.42,-8.87,-49.34,-59.39,-60.44,-68.32,-74.03,1.36,1.36,22.44,22.44,153.868,215119016.0,,48.25,86.0,75.0,30.0,53.0,66.0,45.0,100.0,0.0,0.0,19836.0,12.0,12.0,0.0083,1.28,-0.056818181818181865,-0.058823529411764754,FALSE
RefToken,960.0,REF,0.5221,6.592e-05,-0.23,14.31,34.72,-8.46,-35.27,-26.33,-48.0,-71.84,522.14,522.14,9.11,9.11,1000.0,50000000.0,,48.25,55.0,100.0,30.0,48.0,35.0,5.0,100.0,,,17537.0,13.0,13.0,0.091,91.49,-0.8257038881440337,-0.8247787949592064,FALSE
Ether Kingdoms Token,1392.0,IMP,0.0144,1.81e-06,-0.28,13.58,-21.15,-49.11,-49.18,-57.51,-52.07,-52.07,46.28,46.28,28.39,28.39,3.225,13000000.0,,48.25,,,10.0,100.0,41.0,50.0,70.0,20.0,20.0,6690.0,5.0,5.0,0.0032,21.76,-0.7777777777777778,-0.5298184961106309,FALSE
Unobtanium,136.0,UNO,163.94,0.02069681,-0.06,-4.8,25.69,148.08,88.96,95.8,250.68,12.38,32.85,32.85,11.85,11.85,200.392,200392.0,,48.2,83.0,0.0,30.0,60.0,55.0,25.0,100.0,30.0,30.0,12944.0,62.0,62.0,41.76,8.41,-0.7452726607295352,-0.7439878234398782,FALSE
Project Coin,1423.0,PRJ,0.0013,1.6e-07,-1.27,-26.33,-33.57,-76.15,-88.78,-93.67,-99.76,-99.76,33.82,33.82,163.87,163.87,26.114,26535592.0,,48.2,,,0.0,96.0,53.0,5.0,70.0,15.0,15.0,2264.0,5.0,5.0,0.0001,6.24,-0.923076923076923,-0.8154937906564163,FALSE
COMSA [XEM],1695.0,CMS,0.0951,1.201e-05,-0.04,4.84,22.41,134.98,69.86,52.65,24.2,-55.84,0.0,0.0,38.7,38.7,0.0,219042298.0,,48.2,71.0,0.0,30.0,48.0,54.0,0.0,100.0,,,4364.0,14.0,14.0,0.0661,0.0,-0.3049421661409043,1,FALSE
Xenon,974.0,XNN,0.0015,4.5e-07,-0.44,6.4,6.16,3.76,-21.54,-27.27,-27.45,-63.31,463.7,463.7,133.08,133.08,300.0,1000000000.0,,48.15,,,10.0,73.0,34.0,0.0,100.0,60.0,60.0,313.0,15.0,15.0,,,,,TRUE
Bitcoin Scrypt,936.0,BTCS,0.033,4.17e-06,-0.11,10.86,32.94,337.47,340.55,196.74,188.31,75.38,582.2,582.2,147.53,147.53,17.616,17615950.0,,48.15,83.0,0.0,30.0,90.0,24.0,0.0,70.0,60.0,60.0,32.0,59.0,59.0,0.0075,132.07,-0.7727272727272727,-0.7731535554792168,FALSE
Citadel,1407.0,CTL,0.0036,4.5e-07,-0.13,-30.57,-33.4,-43.63,-56.45,-56.16,-86.51,-86.51,39.0,39.0,7.23,7.23,10.969,10969269.0,,48.15,,,10.0,96.0,30.0,0.0,70.0,45.0,45.0,301.0,32.0,32.0,0.0005,5.75,-0.861111111111111,-0.8525641025641025,FALSE
Livepeer,1696.0,LPT,8.38,0.00105765,8.94,3.89,2.12,353.54,183.95,23.01,23.01,,0.0,0.0,65.24,65.24,0.0,13084732.0,,48.15,49.0,25.0,60.0,46.0,54.0,0.0,100.0,,,5396.0,2.0,2.0,1.63,0.0,-0.8054892601431981,1,FALSE
Uniform Fiscal Object,779.0,UFO,0.0003,4e-08,-0.24,22.54,6.69,85.49,65.1,55.83,21.43,-15.76,1.19,1.19,596.62,596.62,3.797,3797492825.0,4000000000.0,48.1,63.0,0.0,50.0,80.0,34.0,5.0,100.0,40.0,40.0,236.0,59.0,59.0,,,,,TRUE
BUMO,1687.0,BU,0.0332,4.2e-06,-0.12,0.34,9.55,-14.59,-35.41,-59.51,-86.08,-86.08,0.0,0.0,4.18,4.18,0.0,1500000000.0,,48.05,40.0,25.0,50.0,25.0,63.0,20.0,100.0,,,3556378.0,5.0,5.0,0.0079,0.0,-0.7620481927710843,1,FALSE
INO COIN,181.0,INO,1.03,0.00013052,-0.11,-7.7,7.71,452.12,418.87,438.82,193.57,193.57,20.68,20.68,36.99,36.99,20.0,1000000000.0,,48.0,17.0,0.0,10.0,65.0,74.0,0.0,100.0,,,1823602.0,6.0,6.0,1.64,294.96,0.5922330097087377,13.263056092843327,FALSE
Acute Angle Cloud,578.0,AAC,0.0111,1.4e-06,-1.2,21.44,131.75,284.71,258.58,294.02,38.78,-62.97,2.77,2.77,7.56,7.56,250.0,1000000000.0,,47.95,66.0,0.0,50.0,78.0,61.0,5.0,100.0,0.0,0.0,470863.0,13.0,13.0,0.0016,388.51,-0.8558558558558558,139.25631768953068,FALSE
GravityCoin,1038.0,GXX,0.1744,2.202e-05,4.61,-8.6,8.3,-31.78,-44.9,-61.65,-75.43,-95.58,354.96,354.96,4.03,4.03,2.035,2035128.0,9999999.0,47.9,,,30.0,50.0,52.0,0.0,70.0,50.0,50.0,1029.0,43.0,43.0,0.0339,98.51,-0.805619266055046,-0.7224757719179626,FALSE
CoinToGo,1569.0,2GO,0.0002,3e-08,-0.12,-26.59,-22.36,-99.28,-99.05,-99.67,-99.96,-99.96,2.19,2.19,123.12,123.12,9.247,27716978.0,126000000.0,47.9,,,10.0,100.0,37.0,0.0,100.0,25.0,25.0,8612.0,3.0,3.0,,,,,TRUE
LiteBitcoin,1550.0,LBTC,0.0002,2e-08,0.0,0.97,0.97,151.2,-9.17,-51.88,-60.05,-69.88,5.2,5.2,1.79,1.79,28.94,172585874.0,1000000000.0,47.9,,,10.0,93.0,38.0,0.0,70.0,35.0,35.0,120.0,19.0,19.0,0.0002,6.56,0.0,0.26153846153846144,FALSE
Patientory,728.0,PTOY,0.021,2.65e-06,-0.13,-5.15,4.34,37.37,32.22,19.27,-44.79,-69.33,1.47,1.47,40.42,40.42,70.0,100002000.0,,47.85,53.0,75.0,35.0,53.0,40.0,5.0,100.0,,,43138.0,20.0,20.0,0.0058,408.79,-0.7238095238095238,277.08843537414964,FALSE
Blue Protocol,776.0,BLUE,0.033,4.16e-06,-0.54,6.51,84.38,47.63,49.94,43.87,-19.01,-62.35,1.21,1.21,267.01,267.01,36.645,42000000.0,42000000.0,47.8,48.0,25.0,30.0,78.0,37.0,25.0,100.0,,,91313.0,16.0,16.0,0.0092,337.77,-0.7212121212121212,278.1487603305785,FALSE
Fabric Token,1180.0,FT,0.0069,8.7e-07,-0.23,8.53,32.98,196.99,5.68,-28.58,-52.64,-84.63,170.15,170.15,27.67,27.67,24.594,43593615.0,,47.8,83.0,100.0,50.0,76.0,39.0,25.0,100.0,5.0,5.0,88.0,8.0,8.0,0.001,24.06,-0.855072463768116,-0.8585953570379077,FALSE
Menlo One,1205.0,ONE,0.0005,6e-08,-0.25,-31.2,122.37,-30.65,9.37,-73.51,-93.98,-93.98,153.72,153.72,196.06,196.06,300.405,1000000000.0,,47.75,56.0,100.0,60.0,58.0,32.0,5.0,100.0,,,4891.0,3.0,3.0,0.0003,86.88,-0.4000000000000001,-0.43481654957064797,FALSE
Blocklancer,1163.0,LNC,0.0015,1.9e-07,-0.18,-3.24,60.13,-9.65,-56.66,-18.65,-34.4,-72.36,179.31,179.31,2.25,2.25,120.14,152177339.0,,47.75,20.0,50.0,50.0,78.0,48.0,5.0,100.0,20.0,20.0,7978.0,10.0,10.0,0.0001,16.9,-0.9333333333333333,-0.9057498187496514,FALSE
Fastcoin,1310.0,FST,0.0005,1.5e-07,0.0,0.0,0.0,0.0,-14.47,-35.33,-52.76,-77.37,81.1,81.1,0.0,0.0,156.913,156913424.0,165888000.0,47.75,,,50.0,78.0,35.0,5.0,100.0,30.0,30.0,4.0,67.0,67.0,,,,,TRUE
COMSA [ETH],1676.0,CMS,0.0954,1.205e-05,2.06,5.67,21.62,132.36,80.86,52.02,19.69,-55.07,0.0,0.0,43.08,43.08,0.0,219042298.0,,47.75,63.0,0.0,30.0,48.0,54.0,5.0,100.0,,,3991.0,14.0,14.0,0.066,0.0,-0.30817610062893075,1,FALSE
StockChain,1677.0,SCC,0.0011,1.4e-07,0.5,-4.08,15.14,26.22,-11.09,-26.96,-57.67,-74.81,0.0,0.0,46.43,46.43,0.0,10000000000.0,,47.75,31.0,25.0,45.0,45.0,57.0,5.0,100.0,,,25372.0,10.0,10.0,5.293e-05,0.0,-0.9518818181818182,1,FALSE
Soma,907.0,SCT,0.0768,9.7e-06,-0.2,22.87,30.49,231.5,97.4,81.63,-16.62,-8.76,683.52,683.52,159.28,159.28,8.901,14418075.0,,47.7,66.0,100.0,30.0,53.0,55.0,20.0,100.0,20.0,20.0,78511.0,14.0,14.0,,,,,TRUE
Bankera,1675.0,BNK,0.0021,2.6e-07,-0.82,0.66,3.62,-6.67,-47.23,-52.88,-66.46,-57.54,0.0,0.0,14.47,14.47,0.0,25000000000.0,,47.7,83.0,0.0,50.0,63.0,44.0,55.0,70.0,30.0,30.0,25611.0,8.0,8.0,0.0011,27.89,-0.4761904761904761,1,FALSE
Novacoin,675.0,NVC,0.799,0.00010087,-0.21,-3.93,28.29,70.59,7.96,46.82,-84.56,-84.56,1.87,1.87,2.29,2.29,2.336,2335757.0,,47.6,,,0.0,80.0,40.0,0.0,70.0,50.0,50.0,1652.0,69.0,69.0,0.2937,685.96,-0.6324155193992491,365.8235294117647,FALSE
Joint Ventures,1236.0,JOINT,0.006,7.6e-07,-1.26,12.27,50.95,709.9,583.89,530.63,112.73,112.73,131.63,131.63,1.04,1.04,21.878,616000000.0,,47.6,39.0,100.0,30.0,46.0,54.0,0.0,100.0,,,1908.0,5.0,5.0,0.0014,31.48,-0.7666666666666666,-0.7608447922206184,FALSE
Consentium,1674.0,CSM,0.6596,8.327e-05,0.29,6.17,32.13,-79.56,-87.51,-86.52,-56.01,-56.01,0.0,0.0,747.93,747.93,0.0,240000000.0,,47.6,,,50.0,80.0,48.0,90.0,100.0,0.0,0.0,465033.0,6.0,6.0,0.0545,0.0,-0.9173741661613098,1,FALSE
Radium,470.0,RADS,1.25,0.00015816,1.91,2.68,30.12,87.41,83.23,71.72,-3.54,-53.8,4.46,4.46,13.8,13.8,3.562,3567631.0,9000000.0,47.55,63.0,0.0,50.0,78.0,51.0,0.0,100.0,15.0,15.0,34307.0,37.0,37.0,0.4425,1.72,-0.646,-0.6143497757847535,FALSE
